,id,link,title,publicationName,affiliation,abstract,publicationDate,ref_count,publicationYear
812,812,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190671015&origin=inward,COMPARISON OF THE VIOLONCELLO CURRICULUMS OF STATE CONSERVATORIES MUSIC AND BALLET MIDDLE SCHOOLS AND HIGH SCHOOLS OF MUSIC AND PERFORMING ARTS,Yegah Musicology Journal,"[('Aydin Adnan Menderes University', 'Aydin', 'Turkey')]","© 2022, Tolga Karaca. All rights reserved.Conservatories do not start instrument training in the same class and therefore the age and class level of starting instrument training may differ. The level of students in conservatories also varies depending on the age that they start their instrument. This study includes the comparison and evaluation of the similarities and differences between the curriculum of the music and ballet departments of the state conservatories. These conservatories provide education in Turkey at the secondary and high school levels of their respective instrumental branches. Research; The curriculum of Ankara Hacettepe University, İzmir Dokuz Eylül University, Adana Çukurova University, Bursa Uludağ University, Aydın Adnan Menderes University State Conservatory, and Ankara Bilkent University Faculty of Music and Performing Arts, are the main institutions providing conservatory education. The data for this research, which was carried out with the general scanning model, was obtained from websites institutions that were confirmed to be up-to-date through interviews with the relevant institutions. Missing information was obtained during the interview. As a result of the research, the contents that have been planned by making preliminary preparations have been put into practice. The conservatory's field and auxiliary field courses are offered as an option also. After being accepted by the university senate, it is approved by the Ministry and published in the Official Gazette. These contents, which have been put into practice in the findings of this research, are presented. The report presented is a resource for students planning to transfer between conservatories, their families, and educators to prepare for transfer exams. Additionally, it is considered valuable in terms of the accreditation of universities and units.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",22,2022
813,813,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190660354&origin=inward,"WOMEN, IDENTITY AND CONSTRUCTION OF SPACE IN THE CONTEXT OF CONSERVATIVE MODERNIZATION: FEMALE PERFORMERS ON RADIO",Yegah Musicology Journal,"[('Ankara Hacı Bayram Veli University', 'Ankara', 'Turkey')]","© 2022, Tolga Karaca. All rights reserved.Its posible to come across the first examples of written documents in which women are associated with music in Turkey, in the compilation studies carried out in the first years of the Republic. The studies in questions are among the fisrt documents in which women are associated with music, and they are texts in which women are spatially associated with music in the private sphere. The fact that the folk tunes compiled in the compilation studies are of aquality to Show that women are intertwined with music in the private sphere is an indication that women’s performances are usually performed in the private rather than the public sphere. This is related to the beliefs that shape the society’s worldview; With the establishment of the Republic of Turkey as a modern nation-state, the change of society has become inevitable. Both in the process of trying to build nation states and today, the most important seperator used when positioning states in the dichotomy of Islamic and Western civilizations has been the visibility of women in the public sphere. In the Early Modernization process, the presence of Turkish women in the public sphere was perhaps most effectively made visible on the radio. In the article, the radio, which the political power instrumentalized in order to spread its ideology, the magazines with the radio extension that started to be published in the 1950s, and the discourses of the female performers performing on the radio in these years were examined in the context of conservative modernization, gender and space. At the end of the analyzes made, examples of the ""woman portrait"" that were intended to be drawn in the 1950s were obtained from the statements in the magazines with radio extensions. From the statements in the aforementioned magazines, it is seen that the radio was constructed as a masculine space and functionalized as a power tool by the choir conductors and administrators of the period, while woman identity on the radio were reproduced by the female performers of the period in accordance with gender norms and the conservative paradigm of power.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",108,2022
814,814,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190646684&origin=inward,THE ANALYSIS OF ISMAIL AKDENIZ’S PERFORMANCE OF THE UŞŞAK TAKSIM AND MAHUR SAZ SEMAISI,Yegah Musicology Journal,"[('Ankara Hacı Bayram Veli University', 'Ankara', 'Turkey')]","© 2022, Tolga Karaca. All rights reserved.The cello is used in many environments where Turkish music is performed. It is necessary to obtain a certain level of technical skill in the cello to perform Turkish music. Applying technical skills according to the performance style of Turkish music requires both knowledges of the use of maqam and learning through the master-apprentice relationship. In this teaching style, the master’s attitude is transferred to the apprentice/students, while the student creates an attitude based on the master’s attitude. In this context, studies on attitude are considered important in terms of transferring the tradition to the future and maintaining the Turkish music style. İsmail Akdeniz is one of the masters involved in the representation of Turkish music cello performance. Akdeniz, who plays instruments such as the oud, violin, piano and clarinet, especially the cello, is one of the leading cello performances with her artist and educator identity. This research was carried outtoo analyze and reveal how İsmail Akdeniz performs the cello, and to determine what the characteristics of the artist’s cello performance are. In this direction, the problem sentence of the research is: “What are the behavioral characteristics of İsmail Akdeniz in the cello performance?” determined as. This research was prepared by using the descriptive survey model, one of the qualitative research methods. After the notation process of the performances that are the subject of the research, categorical contents analysis was made on the performances. After the interpretation of the analyses, the determinations regarding the cello performance style of İsmail Akdeniz, which is reflected by the Turkish music performance style in her methodical work and improvisational performances, are revealed.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",15,2022
815,815,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190639967&origin=inward,THE COMPOSITIONS OF SERGEANT ISMAIL AGHA AND SOME FINDINGS FROM HIS THE LYRIC BOOK (BERLIN 3370),Yegah Musicology Journal,"[('İstanbul Medeniyet Üniversitesi Tıp Fakültesi', 'Istanbul', 'Turkey')]","© 2022, Tolga Karaca. All rights reserved.This lyric book, which is the subject of the article, has been examined with the qualitative research method. The original manuscript of the lyrics book is from the Berlin Staatsbibliothek Ms. or. Fol. It is located at 3370. Among the first detected findings, we can count the following: It was seen that two of the 39 makams in 210 pages that make up the index of the manuscript were not recorded in the lyrics. I prepared and re-edited my article based on different findings. In this article, among the important findings supporting the determination of the writing date of the journal are the following findings: 1-Majmua was written during the youth of Nasır Dede and the princedom of Sultan Selim III, but none of the makams he invented after 1780. 2-In the journal, there are eviçbuselik makam compositions from the new makams of the mid-18th century, which Nasır Dede called new that cedid. 3-In comparison with the Hekimbaşı journal, which was determined to have been written in 1767, it was seen that some of the same composers were registered as sergeants in the Hekimbashi journal while they were recorded as aghas in the other journal. This finding shows us that the journal no. 3370 was written after 1767. 4-Hizir Agha wrote about his new invention of the musebba usul in his work dated 1777. Hatem of Akovalı stated the name of this new musebba usul in a poem in his Divan. There is a composition in the musebba usul in this lyric collection. Thus, it is understood that there is a relationship of acquaintance and historical closeness between the writer of the journal and Hızır Agha. Chief Sergeant İsmail Ağa is the author of Berlin's lyric book in 3370 and that it was compiled in 1780.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",24,2022
816,816,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190374965&origin=inward,Optimization of Twice-exceptional Students’ Giftedness in Memorizing the Qur'an,Jurnal Pendidikan Agama Islam,"[('Universitas Negeri Yogyakarta', 'Yogyakarta', 'Indonesia')]","© 2022 The Author(s).Purpose – This study aims to describe the teachers’ efforts to optimize the giftedness of twice-exceptional students in memorizing the Qur'an. Design/methods/approach – The method used in this study was qualitative research with observation, interviews, and documentation as data collection techniques. Respondents in this study consist of 50 teachers of twice-exceptional students selected by random sampling. The data was then analysed through data condensation, data presentation, and drawing conclusions. Findings – The optimization of twice-exceptional students to memorize the Qur'an is shown by an assessment, direction of learning, and memorizing programs of the Qur'an according to their specificity, involvement in socio-religious activities in the community, and cooperation with the family. Research implications/limitations – This study was conducted in Yogyakarta City with teachers of twice-exceptional students as the respondents in the categories of gifted students with visual impairments, gifted students with hearing impairments, gifted students with physical barriers, and gifted students with autism. Originality/value – The development of Qur'an learning models for twice-exceptional students on different types of specificities needs to be enhanced to accommodate their specific abilities and needs.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",27,2022
817,817,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189167152&origin=inward,Positive Parenting from the Perspective of Luqman Al-Hakim,Jurnal Pendidikan Agama Islam,"[('Universitas Muhammadiyah Yogyakarta', 'Yogyakarta', 'Indonesia')]","© 2022 The Author(s).Purpose–This study aims to explore more deeply positive parenting based on QS Luqman verses 13-19, which discusses parenting by Luqman and is made an exemplary role model of ""positive parenting"" by Allah SWT. It is so that parenting is created oriented towards the Qur'an and does not deviate from the ""standard rules"" of parenting based on the Qur'an. Hence, it is expected that there will be products for raising children who are illahiyah pious and socially pious. Design/methods/approach–This qualitative research with a content analysis approach explored and discussed the contents of written or printed information in the mass media more deeply. In this case, the researcher searched for articles closely related to parenting issues and about Luqman al-Hakim through Google Scholar. Findings– This study highlights several of Luqman's parenting characteristics that made him intelligent in raising children, i.e., being firm in matters of faith in QS Luqman verses 13 and 17, gentle in speaking in QS Luqman verses 13, 16, and 17, attached to the child (intimacy) in QS Luqman verses 13, 16, 17, 18, and 19, and constantly reminding children to do good in QS Luqman verses 13, 16, 17, 18, and 19. Research implications/limitations–Some of Luqman's parenting styles successfully explored based on QS Luqman, including parenting based on being valued, parenting based on understanding and enlightening, and parenting based on self-control. Originality/value–Research with the theme of positive parenting originating from the verses of the Qur'an about Luqman al-Hakim has not been studied much. Generally, studies only revolve around parenting, ways of educating, and Luqman Hakim's parenting concept. Nevertheless, studies related to positive parenting have not been found. Therefore, research is pure, rich in novelty, and has a positive scientific contribution.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",29,2022
818,818,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188357371&origin=inward,The use of Backchannels and other Very Short Utterances by Italian Learners of German,Studi AISV,[],"© 2022, Italian Association for Speech Sciences (AISV). All rights reserved.Backchannels (BCs) positively contribute to fluency in social interactions. However, their realisation is language-specific, which can cause miscommunication in intercultural contexts. Nevertheless, backchanneling is not formally taught in most classroom settings. To find out whether L2 learners still manage to acquire a target-like BC behaviour, we carried out an exploratory study on Italian learners of L2 German. We recorded Map Task dialogues performed by 6 dyads speaking L1 Italian and L2 German at different proficiency levels and 5 dyads speaking L1 German. We extracted BCs, defined as acknowledgment tokens, and other very short utterances (VSUs) with the same lexical realisation as BCs, but different functions. We analysed their frequency, length and lexical type according to their function. Preliminary results suggest that dyad-specific patterns play a larger role than L2 proficiency when predicting BC frequency and length. As for lexical choice of BC types, L2 learners prefer items shared with their L1 Italian. Specifically German types are only used by advanced learners, indicating a role of proficiency in this aspect of BC production.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",64,2022
819,819,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188348561&origin=inward,Gender influence on phonetic turn-taking cues at potential transition locations in German,Studi AISV,[],"© 2022, Italian Association for Speech Sciences (AISV). All rights reserved.Phonetic cues have been found to play a fundamental role in the turn-taking mechanism by helping to signal to the interlocutor(s) the intentions of the current speaker for the upcoming turn. Since previous sociolinguistic research described the existence of gender specific behaviors in interactions, it could be the case that interlocutors’ genders might influence the way different speakers use turn-taking cues to signal their conversational intentions. This research aims at investigating the influence of the gender of the speaker and the gender of the interlocutor on phonetic turn-taking cues, i.e., F0 movements, intensity and segmental duration, towards potential transition locations in two-party conversations between German native speakers. The results suggest that both the speakers’ and the interlocutors’ genders might influence the way potential transition locations are phonetically marked in conversations.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",72,2022
820,820,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188300573&origin=inward,The emergence of lexical and post-lexical prominence in Italian. A case study,Studi AISV,[],"© 2022, Italian Association for Speech Sciences (AISV). All rights reserved.Our study identifies the developmental trajectory of prominence at lexical and post-lexical levels. From very early in life infants are sensitive to lexical stress contrasts, but, due to very limited vocal capabilities, the production of stress contrasts only starts in the second year of age. We address the question of whether, when and how a child learns to differentiate lexical (stress) from post-lexical prominence (accent) by acoustically examining the spontaneous productions of one child from North-East Italy recorded every 3 months from 18 to 36 months of age. Our analysis is cast in the framework of the Autosegmental Metrical Theory of Intonation. Results show that during the child’s prosodic development the duration of IP nuclear vowels increases linearly, the duration of unstressed vowels decreases linearly and the duration of stressed, prenuclear and ip nuclear vowels is progressively but non-linearly adjusted, consistent with the adult prosodic hierarchy.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",62,2022
821,821,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188287407&origin=inward,Narrating complexity. Phonetic correlates of narrative complexity in a corpus of Swiss Standard German storytelling,Studi AISV,[],"© 2022, Italian Association for Speech Sciences (AISV). All rights reserved.We carried out an exploratory study of narrative complexity, focussing on coarse phonetic measures such as the duration and number of interpausal units. Our corpus features picture based narratives produced by twenty German speakers from Switzerland. The task was designed to elicit simple and complex narratives, depending on the order of appearance of the events and the number of characters in the pictures. Our results show that complex stories have longer overall duration and higher number of interpausal units. A closer look reveals that most of the additional interpausal units in complex stories are short in duration and contain few syllables. Despite inter-speaker variation, this trend is also confirmed at the individual level. In our interpretation, even coarse quantitative phonetic metrics suggest that narrative complexity results not only into more material (i.e. duration), but also into less cohesion (i.e. fragmentation).","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",20,2022
822,822,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187913554&origin=inward,Effect of soil application and foliar boron (Etidot-67) on hazelnut yield and kernel ratio,Journal of Boron,"[('Ordu Üniversitesi', 'Ordu', 'Turkey')]","© 2022, Turkish Energy Nuclear and Mining Research Institute. All rights reserved.In this study, the effect of boron fertilizations of foliar and soil was investigated on the quality of hazelnuts (Corylus avellana L.) in two provinces in Turkey between 2013 and 2014. The experimental trials were carried out in soil application (0.0, 3.0 and 6.0 g per Ocak) and foliar spraying (0 and 300 mg B L-1). Results show that compared with the control, soil and foliar application of boron increased hazelnut yield and quality. Due to the two-year average, the highest yield of the hazelnut in Samsun-Çarşamba was obtained from the application and dose of 36.70% increase in hazelnut yield was achieved by applying B (3g Ocak-1) from the soil in comparison with the control application. It was a 20% increase in Ordu-Ulubey district. The highest kernel ratio of hazelnut was obtained from F1S2 applications for the two districts. Increases were observed at Samsun-Çarşamba (10%) and Ordu-Ulubey (7%). Results showed that there was also a positive association between the B leaf concentration and hazelnut yield and kernel ratio and no significant differences between foliar and soil applications on hazelnut quality. As a result of this study, and with increasing yield, foliar applications of B are an effective method of supplying sufficient B for the flowers. In addition, B leaf applications are more appropriate than soil B application.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",43,2022
823,823,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187895437&origin=inward,THE PROBLEM OF NON-COMMUNICABLE DISEASE SERVICE POLICY DURING COVID-19 IN INDONESIA AND MALAYSIA,Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,"[('University of 17 Agustus 1945 Surabaya', 'Surabaya', 'Indonesia')]","© Author(s) 2022.This research aims to highlight the problem of NCD during the Covid-19 pandemic. In both Indonesia and Malaysia, NCDs are the number one killer that has caused tremendous stress on the healthcare system. Policies that focused on Covid only at that time created new problems for NCD. Restrictions on coming to the hospital made NCD patients not helped or try to treat themselves, this certainly had a negative and positive impact on NCD patients during Covid 19 in Indonesia and Malaysia. The research method used in this study is a socio-legal approach by examining various primary and secondary sources in the form of comparative studies with sources of legislation, books, journals, and online sources as well as interviews conducted at random among NCD patients to measure their response during the pandemic. Covid-19. The findings show that policies and management in Indonesia and Malaysia for NCD patients during COVID-19 have a negative and positive impact. Learning from the pandemic, both countries need to make regulations or laws during a pandemic or epidemic emergency so that people are protected.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",42,2022
824,824,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187886954&origin=inward,Co-synthesis of zirconium boride/silicide/oxide composite powders by magnesiothermic reduction,Journal of Boron,"[('Osmaniye Korkut Ata University', 'Osmaniye', 'Turkey')]","© 2022, Turkish Energy Nuclear and Mining Research Institute. All rights reserved.This study uses a magnesiothermic reduction method to investigate the co-synthesis of zirconium boride, silicides, and oxide powder composites using ZrO2, B2 O3, Si, and Mg powders. Synthesis of high-temperature ceramic powders was examined through milling durations, reduction temperatures, and excess magnesium addition. Thermochemical analysis of probable reaction products was conducted by the Factsage software. According to the results, the thermochemical predictions and resultant powder phases showed good coherency. High-energy milling has a significant effect on the formation of the zirconium boride phase after annealing. However, extended milling time and higher annealing temperature had no significant effect on composition of the constituted composite powders according to the X-ray diffraction results. An annealing temperature of 600ºC was enough to obtain ZrB2-based ceramic composite powders. In the final powder phases, the excess magnesium addition to the stoichiometric displays an important feature. After the milling, annealing, and leaching procedure, the stoichiometric powder composition comprises ZrB2, ZrSi, ZrSi2, ZrO2, and MgSiO2, and excess Mg added powders have the ZrB2, ZrSi, ZrSi2, ZrO2 phases in their structure. Scanning electron microscopy analysis was utilized to observe the morphologies of the powders throughout each step of the synthesis procedure and revealed the finely structured morphology of synthesized powders.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",38,2022
825,825,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187881104&origin=inward,"ANALYSIS OF INNOVATION CULTURE AND SOUND GOVERNANCE IN THE MANDIRI VOE PROGRAM AT SIBOLAHOTANG VILLAGE, INDONESIA",Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,"[('Universitas Negeri Padang', 'Padang', 'Indonesia')]","© 2022, State Islamic University of Sulthan Thaha Saifuddin Jambi. All right reserved.This study aims to analyze the innovation culture of Village-Owned Enterprises (VOE) and the application of the sound governance dimension in developing programs for community welfare at Sibolahotang Sibulele Aritonang Sitampulak (SAS) Village. This was carried out using a qualitative descriptive method and the data were obtained through observation, interviews, and recording. Furthermore, the interview transcription data obtained from the field were analyzed using Manual Data Analysis Procedure (MDAP). The results showed the VOE innovation culture in Sibolahotang SAS Village has not been effective due to four challenges, namely weak Human Resources, the underdeveloped potential of the existing village assets, low financial resources, and the absence of cooperation with the private sector. The completion stage of these challenges entails conducting knowledge development training for Human Resources in savings and loan financial reporting for the Mandiri VOE program as well as collaborating with the private sector. Therefore, the village government is expected to provide facilities and infrastructure that can enhance the management of Mandiri VOE in order to run effectively and efficiently.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",31,2022
826,826,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187870256&origin=inward,RESTORATIVE JUSTICE AS AN EFFORT TO RESOLVE EXCISE CRIMES AGAINST CIGARETTES,Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,"[('Universitas Lampung', 'Bandar Lampung', 'Indonesia')]","© Author(s) 2022.Many crime cases in Indonesian society are settled in courts, resulting in a buildup that can hinder the justice system. Meanwhile, none of the cases concerning excisable goods or cigarettes in the Free Trade Zone, which are handled by Customs and Excise in several areas, have reached the judicial process. This problem can be resolved using the restorative justice mechanism, which prioritizes the concepts of peace, mediation and reconciliation, where perpetrators, victims, law enforcement officials, and the community participate directly in the settlement of criminal cases. Therefore, the formulation of the problem in this research involved the legal position of restorative justice and its application in excise crimes. Normative juridical legal methods, supported by empirical juridical data, were used in this research. The results showed that customs and excise violations can be resolved using restorative justice without the need for a court process.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",21,2022
827,827,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187865046&origin=inward,"Effect of B<inf>2</inf>O<inf>3</inf> additive on chemical decomposition behavior, thermal and mechanical performance of PET",Journal of Boron,"[('Erciyes Üniversitesi', 'Kayseri', 'Turkey')]","© 2022, Turkish Energy Nuclear and Mining Research Institute. All rights reserved.In this study, different amounts of boron oxide (B2O3) (0.05-0.8% by mass) were incorporated to polyethylene terephthalate (PET) by extrusion method, followed by production of PET/B2O3 granules and bottles using the injection and stretch-blow-molding (SBM) methods, respectively. The produced PET/B2O3 composites were characterized in terms of mechanical performance, chemical and thermal properties. With the increase of B2O3 content, the viscosity of PET composite decreased and the lowest viscosity value was measured as 0.385 dL/g for %0.8 B2O3 additive. Bottle could not be produced since B2O3 content higher than 0.2% caused low viscosity. The crystallization temperature (Tc) of PET composites increased by about 8.2ºC due to the increase in the amount of B2O3. While there was no effect of B2O3 additive on isophthalic acid (IPA) released as a result of the degradation of PET, there was a decrease in the amount of acetaldehyde (AA) and an increase in the amount of carboxylic acid (COOH) and diethylene glycol (DEG). It was determined that the mechanical performances of PET composite bottles were higher than that of pure PET bottles. Therefore, the use of 0.05% and 0.1% B2O3 can contribute to reducing the problems that may occur during the transportation and storage of PET bottles.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",36,2022
828,828,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187466973&origin=inward,"REVIEW OF MAQASID AL-SYARI’AH CONCERNIG THE FULFILLMENT OF CHILD RIGHTS POST-DEVORCE IN BUDI AJI VILLAGE, SIMPANG PEMATANG DISTRICT, MESUJI REGENCY",Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,"[('Universitas Islam Negeri Imam Bonjol', 'Padang', 'Indonesia')]","© Author(s) 2022, Published by Fakultas Syariah UIN Sulthan Thaha Saifuddin Jambi.Divorces is often lead to multiple violations of children's rights due to parental conflicts. Therefore, this research reviewed maqāsid al-syarī'ah on the fulfillment of children's rights after divorce in Budi Aji Village, Simpang Pematang District, Mesuji Regency. It was field research and employed a descriptive qualitative method. Data were gathered by observation, in-depth interviews, and docu-mentation, and accompanied by inductive analysis. Subsequently, this research found that the fulfillment of children's rights following parental divorce in the village has been sub-optimal. The majority of fathers are unemployed and unable to fulfill their obligations of providing a living, attention, and affection for children. The contributing factor is the fathers’ irresponsibility, which impedes the achievement of maintenance benefits to the children’s life (hifz an-nafs). These findings may have implications for the need to increase the understanding of divorced parents regarding the fulfillment of children's rights and the importance of the role of the extended family in ensuring offspring are not neglected.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",66,2022
829,829,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187464098&origin=inward,"OPTIMIZING THE ROLE OF BODY-BATHERS AS A PRIORITY FOR ZAKAT AL-FITR RECIPIENTS IN SIKILANG, SUNGAI AUR PASAMAN BARAT",Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,"[('Sekolah Tinggi Agama Islam Negeri Mandailing Natal', 'Panyabungan', 'Indonesia')]","© Author(s) 2022.This research analyzes the practice of bathing corpse carried out in Sikilang Village, Sungai Aur Kuning Pasaman Barat District, which is in accordance with zakat al-fitr. This is a phenomenological and qualitative research with data collected through observation and in-depth interviews to determine the distribution of zakat al-fitr in accordance with maqashid. The results showed that bodybathers in Sikilang village do not have a fixed wage, hence many people are reluctant to pursue this profession. Furthermore, the review of maqasid shari'ah that customs can be used as an instrument in establishing law with terms and conditions set by the scholars. In conclusion, the habit of the people prioritizing body-bathers as the recipient of zakat al-fitr is contrary to al-nushus al-shari'ah.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",30,2022
830,830,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187452669&origin=inward,LEGAL PROTECTION FOR THE PARTNERSHIP AGREEMENT PARTIES,Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,"[('State Polytechnic of Malang', 'Malang', 'Indonesia')]","© Author(s) 2022.Preparing the partnership agreement must comply with the rules for the parties to get guarantees and legal protection. The rules must meet the preliminary requirements, such as understanding the transaction object and background, compiling its outline, recognizing the partners, and formulating the agreement principles. The partnership agreement must also have a signature, as well as rights and obligations. This normative study aimed to analyze the partnership agreement rules as legal protection. The results showed that the partnership agreement rules contain all the parties need as legal certainty and protection.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",14,2022
831,831,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187451996&origin=inward,"CUSTOMARY SETTLEMENT OF CERTAIN CRIMINAL CASES IN THE INDIGENOUS COMMUNITY OF KENEGERIAN BENAI, KUANTAN SINGINGI",Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,"[('Universitas Riau', 'Pekanbaru', 'Indonesia')]","© Author(s) 2022, Published by Fakultas Syariah UIN Sulthan Thaha Saifuddin Jambi Licensed under CC-BY-SA.This study analyzed the resolution of specific criminal cases within the indigenous peoples of Kuantan Singingi, Riau. The shift in customary laws towards a modern legal system has caused various problems, including accumulating case files and overcapacity in prisons. This occurred because the community has also lost its grip on solving problems with the existing customary laws. Therefore, this study involved interviews with chairpersons, secondary leaders, customs on conflict resolution among indigenous peoples, and the use of primary data. The results highlighted that the customary settlement of criminal cases can sufficiently resolve conflicts in the community. Furthermore, it over came the accumulation of case files in the courts and overcapacity in penitentiary institutions.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",25,2022
832,832,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187438633&origin=inward,JUDGES CONSIDERATIONS IN CANCELING POLYGAMOUS MARRIAGES IN RELIGIOUS COURTS,Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,"[('UIN Sulthan Thaha Saifuddin Jambi', 'Jambi', 'Indonesia')]","© Author(s) 2022, Published by Fakultas Syariah UIN Sulthan Thaha Saifuddin Jambi.Polygamy is allowed in Indonesia, providing the act is justified by religion and the rules of marriage law. A husband who wants to have more than one wife must fulfil various requirements of the Court. Based on the principle of “audi alteram partem,” the Supreme Court panel assesses the consideration of the Jambi Provincial Religious High Court against the answers, evidence, and witnesses presented by the defendant. This is to ensure the right decision is made, though the case was submitted late and no trial was filed. This research found that the Supreme Court deems a polygamy permit compulsory and aims to protect the welfare of the parties bound in the marriage. The word “can” in The Compilation of Islamic Law (KHI) article 71A showed that a marriage annulled due to polygamy without court permission is tentative or facultative. This indicated an annulment application must be submitted to the Court and the final decision is dependent on the assessment of the benefit of the wife and/or children. The legal consequence, based on the decision of the Religious Court to accept the marriage itsbat and the refusal to cancel the marriage bond, is that the children of the second wife will receive inheritance rights from the father, including property obtained with the first wife.","{'month': '12', 'year': '2022', 'date-text': {'@xfab-added': 'true', '$': '31 December 2022'}, 'day': '31'}",13,2022
